,docID,position,term,label
0,9,0,not,False
1,9,1,sure,False
2,9,2,what,False
3,9,3,the,False
4,9,4,hype,False
5,9,5,is,False
6,9,6,but,False
7,9,7,decided,False
8,9,8,to,False
9,9,9,give,False
10,9,10,this,False
11,9,11,a,False
12,9,12,try,False
13,9,13,based,False
14,9,14,on,False
15,9,15,all,False
16,9,16,the,False
17,9,17,reviews,False
18,9,18,maybe,False
19,9,19,it,False
20,9,20,was,False
21,9,21,too,False
22,9,22,hyped,False
23,9,23,up,False
24,9,24,but,False
25,9,25,it,False
26,9,26,wasnt,False
27,9,27,as,False
28,9,28,amazing,False
29,9,29,as,False
30,9,30,i,False
31,9,31,thought,False
32,9,32,it,False
33,9,33,would,False
34,9,34,be,False
35,9,36,maybe,False
36,9,37,it,False
37,9,38,was,False
38,9,39,what,False
39,9,40,we,False
40,9,41,had,False
41,9,42,ordered,False
42,9,43,but,False
43,9,44,it,False
44,9,45,was,False
45,9,46,just,False
46,9,47,ok,False
47,9,49,we,False
48,9,50,had,False
49,9,51,ordered,False
50,9,52,the,False
51,9,54,kimchi,False
52,9,55,fries,False
53,9,58,which,False
54,9,59,was,False
55,9,60,kind,False
56,9,61,of,False
57,9,62,like,False
58,9,63,a,False
59,9,65,ny,False
60,9,66,fries,False
61,9,69,the,False
62,9,70,works,False
63,9,72,the,False
64,9,73,grilled,False
65,9,76,pork,False
66,9,77,banh,False
67,9,78,mi,False
68,9,83,was,False
69,9,84,ok,False
70,9,86,will,False
71,9,87,be,False
72,9,88,back,False
73,9,89,to,False
74,9,90,try,False
75,9,91,other,False
76,9,92,stuff,False
77,9,93,like,False
78,9,94,the,False
79,9,95,bao,True
80,9,96,version,False
81,9,97,and,False
82,9,98,the,False
83,9,100,pork,False
84,9,101,belly,False
85,5,0,this,False
86,5,1,place,False
87,5,2,is,False
88,5,3,awesome,False
89,5,4,definitely,False
90,5,5,authenticmy,False
91,5,6,two,False
92,5,7,favourite,False
93,5,8,dishes,False
94,5,9,are,False
95,5,10,the,False
96,5,12,rice,False
97,5,13,flour,False
98,5,14,rolls,False
99,5,17,and,False
100,5,18,the,False
101,5,20,chicken,False
102,5,21,pho,False
103,5,25,the,False
104,5,27,rice,False
105,5,28,flour,False
106,5,29,rolls,False
107,5,32,are,False
108,5,33,always,False
109,5,34,fresh,False
110,5,35,whenever,False
111,5,36,im,False
112,5,37,there,False
113,5,38,and,False
114,5,39,the,False
115,5,41,chicken,False
116,5,42,pho,False
117,5,45,is,False
118,5,46,always,False
119,5,47,flavourful,False
120,5,48,mmmm,False
121,5,52,just,False
122,5,53,thinking,False
123,5,54,of,False
124,5,55,it,False
125,5,56,makes,False
126,5,57,me,False
127,5,58,want,False
128,5,59,somemy,False
129,5,60,boyfriend,False
130,5,61,is,False
131,5,62,vietnamese,False
132,5,63,and,False
133,5,64,he,False
134,5,65,agrees,False
135,5,66,that,False
136,5,67,this,False
137,5,68,place,False
138,5,69,is,False
139,5,70,authentic,False
140,5,71,and,False
141,5,72,one,False
142,5,73,of,False
143,5,74,the,False
144,5,75,best,False
145,5,76,vietnamese,False
146,5,77,restaurants,False
147,5,78,he,False
148,5,79,has,False
149,5,80,ever,False
150,5,81,eaten,False
151,5,82,at,False
152,5,83,prices,False
153,5,84,are,False
154,5,85,very,False
155,5,86,reasonable,False
156,5,87,too,False
157,4,0,wanted,False
158,4,1,to,False
159,4,2,check,False
160,4,3,out,False
161,4,4,this,False
162,4,5,place,False
163,4,6,due,False
164,4,7,to,False
165,4,8,all,False
166,4,9,the,False
167,4,10,hype,False
168,4,11,i,False
169,4,12,had,False
170,4,13,heard,False
171,4,15,my,False
172,4,16,friend,False
173,4,17,wanted,False
174,4,18,to,False
175,4,19,come,False
176,4,20,here,False
177,4,21,for,False
178,4,22,her,False
179,4,23,birthday,False
180,4,25,we,False
181,4,26,had,False
182,4,27,a,False
183,4,28,group,False
184,4,29,of,False
185,4,30,seven,False
186,4,31,and,False
187,4,32,based,False
188,4,33,on,False
189,4,34,the,False
190,4,35,way,False
191,4,36,the,False
192,4,37,seating,False
193,4,38,works,False
194,4,39,as,False
195,4,40,it,False
196,4,41,is,False
197,4,42,communal,False
198,4,43,we,False
199,4,44,wind,False
200,4,45,up,False
201,4,46,sharing,False
202,4,47,with,False
203,4,48,another,False
204,4,49,group,False
205,4,50,of,False
206,4,51,five,False
207,4,53,food,False
208,4,54,was,False
209,4,55,ok,False
210,4,57,not,False
211,4,58,sure,False
212,4,59,what,False
213,4,60,the,False
214,4,61,hype,False
215,4,62,was,False
216,4,64,almost,False
217,4,66,of,False
218,4,67,the,False
219,4,68,dishes,False
220,4,69,had,False
221,4,70,some,False
222,4,71,sort,False
223,4,72,of,False
224,4,73,cheese,True
225,4,74,in,False
226,4,75,it,False
227,4,76,this,False
228,4,77,place,False
229,4,78,is,False
230,4,79,very,False
231,4,80,loud,False
232,4,81,so,False
233,4,82,not,False
234,4,83,ideal,False
235,4,84,for,False
236,4,85,catching,False
237,4,86,up,False
238,4,87,talking,False
239,4,89,not,False
240,4,90,a,False
241,4,91,great,False
242,4,92,place,False
243,4,93,to,False
244,4,94,go,False
245,4,95,if,False
246,4,96,you,False
247,4,97,have,False
248,4,98,any,False
249,4,99,gluten,False
250,4,100,or,False
251,4,101,vegan,False
252,4,102,restrictions,False
253,4,103,interesting,False
254,4,104,concept,False
255,4,106,would,False
256,4,107,definitely,False
257,4,108,recommend,False
258,4,109,to,False
259,4,110,try,False
260,4,111,this,False
261,4,112,place,False
262,4,113,once,False
263,4,115,but,False
264,4,116,definitely,False
265,4,117,not,False
266,4,118,worth,False
267,4,119,the,False
268,4,122,mins,False
269,4,123,wait,False
270,8,0,omg,False
271,8,2,definitely,False
272,8,3,worth,False
273,8,4,going,False
274,8,5,if,False
275,8,6,you,False
276,8,7,are,False
277,8,8,in,False
278,8,9,montrealand,False
279,8,10,remember,False
280,8,11,to,False
281,8,12,eat,False
282,8,13,it,False
283,8,14,fresh,False
284,8,16,it,False
285,8,17,is,False
286,8,18,amazing,False
287,8,19,paired,False
288,8,20,with,False
289,8,21,an,False
290,8,22,organic,False
291,8,25,cream,False
292,8,26,cheese,False
293,8,32,mmmm,False
294,6,0,a,False
295,6,1,must,False
296,6,2,stop,False
297,6,3,when,False
298,6,4,you,False
299,6,5,are,False
300,6,6,in,False
301,6,7,montreali,False
302,6,8,was,False
303,6,9,in,False
304,6,10,mtl,False
305,6,11,for,False
306,6,12,the,False
307,6,13,weekend,False
308,6,14,and,False
309,6,15,wind,False
310,6,16,up,False
311,6,17,eating,False
312,6,18,here,False
313,6,20,nights,False
314,6,21,in,False
315,6,22,a,False
316,6,23,rowthe,False
317,6,24,sandwiches,True
318,6,25,here,False
319,6,26,are,False
320,6,27,unbelieveable,False
321,6,28,the,False
322,6,29,smoked,False
323,6,30,meat,True
324,6,31,is,False
325,6,32,so,False
326,6,33,tasty,False
327,6,34,and,False
328,6,35,salty,False
329,6,36,but,False
330,6,37,so,False
331,6,38,good,False
332,6,40,the,False
333,6,41,bread,True
334,6,42,definitely,False
335,6,43,complements,False
336,6,44,the,False
337,6,45,meatnot,False
338,6,46,much,False
339,6,47,of,False
340,6,48,a,False
341,6,49,line,False
342,6,50,up,False
343,6,51,if,False
344,6,52,you,False
345,6,53,come,False
346,6,54,either,False
347,6,55,later,False
348,6,56,in,False
349,6,57,the,False
350,6,58,evening,False
351,6,59,remember,False
352,6,60,to,False
353,6,61,leave,False
354,6,62,a,False
355,6,63,tip,False
356,6,64,in,False
357,6,65,the,False
358,6,66,plate,False
359,6,67,when,False
360,6,68,you,False
361,6,69,order,False
362,6,70,take,False
363,6,71,out,False
364,6,72,and,False
365,6,73,the,False
366,6,74,servers,False
367,6,75,will,False
368,6,76,be,False
369,6,77,extra,False
370,6,78,nice,False
371,6,79,and,False
372,6,80,funny,False
373,2,0,server,False
374,2,1,was,False
375,2,2,a,False
376,2,3,little,False
377,2,4,rude,False
378,2,5,ordered,False
379,2,6,the,False
380,2,7,calamari,True
381,2,10,duck,False
382,2,11,confit,False
383,2,14,poutine,False
384,2,17,and,False
385,2,18,the,False
386,2,22,trout,False
387,2,23,fish,False
388,2,26,with,False
389,2,27,miso,False
390,2,30,soba,False
391,2,34,all,False
392,2,35,very,False
393,2,36,tasty,False
394,2,38,definitely,False
395,2,39,not,False
396,2,40,your,False
397,2,41,typical,False
398,2,42,diner,False
399,8,0,great,False
400,8,1,place,False
401,8,2,in,False
402,8,3,chinatown,False
403,8,4,to,False
404,8,5,get,False
405,8,6,banh,False
406,8,7,mi,False
407,8,8,just,False
408,8,9,make,False
409,8,10,sure,False
410,8,11,you,False
411,8,12,know,False
412,8,13,what,False
413,8,14,you,False
414,8,15,want,False
415,8,16,as,False
416,8,17,it,False
417,8,18,is,False
418,8,19,really,False
419,8,20,crazy,False
420,8,21,in,False
421,8,22,there,False
422,8,23,and,False
423,8,24,hectic,False
424,8,25,the,False
425,8,26,ladies,False
426,8,27,behind,False
427,8,28,the,False
428,8,29,counter,False
429,8,30,will,False
430,8,31,harass,False
431,8,32,you,False
432,8,33,until,False
433,8,34,you,False
434,8,35,move,False
435,8,36,alonglots,False
436,8,37,of,False
437,8,38,great,False
438,8,39,prepacked,False
439,8,40,food,False
440,8,41,as,False
441,8,42,well,False
442,8,43,if,False
443,8,44,the,False
444,8,45,sandwich,True
445,8,46,isnt,False
446,8,47,your,False
447,8,48,thing,False
448,9,0,very,False
449,9,1,busy,False
450,9,2,place,False
451,9,3,here,False
452,9,4,on,False
453,9,5,a,False
454,9,6,friday,False
455,9,7,night,False
456,9,9,definitely,False
457,9,10,has,False
458,9,11,a,False
459,9,12,queen,False
460,9,13,street,False
461,9,14,feel,False
462,9,15,with,False
463,9,16,the,False
464,9,17,decor,False
465,9,19,food,False
466,9,20,is,False
467,9,21,a,False
468,9,22,little,False
469,9,23,pricey,False
470,9,24,but,False
471,9,25,not,False
472,9,26,bad,False
473,9,29,shrimp,False
